P,L2-NORM,C_in,C_SR,y,point_type,system_id
0.26690438242,14.699080448,0.21100285781,14.692659342,0.37974369645,,P1
0.26816698155,14.649116028,0.2112244701,14.64267642,0.37948898492,,P1
0.26943832775,14.599151974,0.21144704993,14.592693727,0.37923381259,,P1
0.27071855061,14.54918829,0.21167061222,14.542711267,0.37897817204,,P1
0.27200778203,14.499224985,0.21189517207,14.492729046,0.37872205587,,P1
0.27330615623,14.449262064,0.21212074482,14.442747069,0.37846545664,,P1
0.27461380978,14.399299535,0.21234734601,14.39276534,0.37820836691,,P1
0.27593088174,14.349337405,0.21257499141,14.342783866,0.37795077922,,P1
0.27725751362,14.29937568,0.21280369701,14.292802652,0.37769268608,,P1
0.27859384952,14.249414369,0.21303347904,14.242821705,0.37743408001,,P1
0.27994003614,14.199453479,0.21326435397,14.192841029,0.3771749535,,P1
0.28129622286,14.149493019,0.21349633848,14.142860632,0.37691529903,,P1
0.28266256182,14.099532995,0.21372944955,14.092880519,0.37665510904,,P1
0.28403920796,14.049573416,0.21396370438,14.042900697,0.37639437599,,P1
0.28542631913,13.999614292,0.21419912044,13.992921173,0.37613309231,,P1
0.28682405611,13.949655629,0.21443571547,13.942941953,0.37587125039,,P1
0.28823258272,13.899697439,0.21467350748,13.892963045,0.37560884263,,P1
0.28965206587,13.849739728,0.21491251477,13.842984455,0.37534586141,,P1
0.29108267567,13.799782508,0.21515275591,13.793006192,0.37508229908,,P1
0.2925245855,13.749825786,0.21539424979,13.743028263,0.37481814799,,P1
0.29397797205,13.699869575,0.21563701557,13.693050675,0.37455340046,,P1
0.29544301547,13.649913882,0.21588107275,13.643073437,0.37428804879,,P1
0.29691989942,13.59995872,0.21612644113,13.593096557,0.37402208528,,P1
0.29840881117,13.550004097,0.21637314083,13.543120044,0.3737555022,,P1
0.29990994168,13.500050027,0.21662119231,13.493143907,0.37348829181,,P1
0.30142348572,13.450096519,0.21687061638,13.443168154,0.37322044634,,P1
0.30294964194,13.400143585,0.21712143419,13.393192794,0.37295195802,,P1
0.30448861302,13.350191238,0.21737366724,13.343217839,0.37268281907,,P1
0.3060406057,13.300239489,0.21762733741,13.293243297,0.37241302166,,P1
0.30760583104,13.250288353,0.21788246696,13.24326918,0.37214255801,,P1
0.30918450414,13.200337841,0.21813907851,13.193295498,0.37187142023,,P1
0.31077684485,13.150387966,0.21839719511,13.143322261,0.37159960048,,P1
0.31238307748,13.100438742,0.2186568402,13.09334948,0.3713270909,,P1
0.31400343101,13.050490182,0.21891803764,13.043377167,0.37105388361,,P1
0.31563813922,13.000542303,0.21918081171,12.993405333,0.37077997072,,P1
0.31728744085,12.950595117,0.21944518714,12.943433991,0.37050534431,,P1
0.3189515797,12.900648641,0.21971118911,12.893463154,0.37022999648,,P1
0.32063080481,12.850702891,0.21997884324,12.843492834,0.36995391928,,P1
0.32232537055,12.800757882,0.22024817566,12.793523046,0.3696771048,,P1
